,text,topic
2798,"And the oligarch billionaires have been waiting for just this moment, funding massive voter suppression, right-wing media, politicians who tell us that up is down, and efforts to keep their colleague, billionaire Donald Trump, in office.",middle class
2799,"Unfortunately, everything changed in 2014 with the “Hands Up, Don’t Shoot” hoax.",gun control
2800,Seattle police said they were investigating a reported shooting inside the Capital Hill Organized Protest (CHOP) zone in what would be the second such incident there in the past 48 hours.,blm
2801,"The House Democrats’ 1,400-page coronavirus recovery bill threatens the livelihood of millions of American graduates and their families by expanding work visas for many of the roughly 1.5 million foreign college graduate contract workers who hold jobs in the United States.",coronavirus
2802,"President Trump ran promising judges who wouldn’t murder America, and Gorsuch just gave him and everyone who voted for him a giant middle finger.",marriage equality
2803,"But the president kept his word when it came to the Court. It’s still early in the Trump era, of course, and we really have no idea how the residual political effects of our acute partisan battles or investigations or ugly rhetoric or the often-incompetent presidency will manifest in the long term.",trump presidency
2804,"The Democratic-led House backed Wednesday its first major gun-control legislation in years, but Republicans used the debate over it to try to put a focus on illegal immigration. ",gun control
2805,"Vice President Joe Biden said of COVID-19 on Tuesday in a public address that “Our darkest days are ahead of us, not behind us,” the same day Congress passed another $900 billion big business and blue state bailout spree and the day after he received the new COVID vaccine on live television.",vaccine
2806,"Trump officials took to the Sunday shows today to, as usual, defend themselves and their incompetent leader from the latest scandals and demonstrations of incompetence.",universal health care
2807,"A three-year-old girl in China’s Jiangsu province died after receiving a rabies vaccination last month, an ominous development in light of persistent scandals over low-quality and improperly-handled vaccines.",vaccines
2808,What’s needed at PNW is new leadership—both at the chancellor level as well as at the Board of Trustees level.,white nationalism
2809,"Trump has been doing this from the beginning, apparently believing, like Tinker Bell that if he just claps his hands it will all go away.",vaccine
2810,"According to white nationalists who promote the Replacement Theory, enemies of the white race are seeking to “replace” whites with non-whites in the United States and many other countries. ",black lives matter
